FileName,label,specObjID,ra,dec,snMedian_g,class,subclass,resource,paper,type,cluster_name
spec-1159-52669-0570,BSS,1305074717215975424,212.0984,58.22041,31.69299,STAR,A0,SDSS,Xxx,field,None
spec-1173-52790-0223,BSS,1320741935308105728,247.7971,37.64339,23.05465,STAR,A0,SDSS,Xxx,field,None
spec-1173-52790-0535,BSS,1320827697215072256,248.0756,38.70085,14.56361,STAR,A0,SDSS,Xxx,field,None
spec-1173-52790-0613,BSS,1320849137691813888,249.3581,39.07299,13.91172,STAR,A0,SDSS,Xxx,field,None
spec-1174-52782-0020,BSS,1321812034865620992,251.497,35.24536,28.09326,STAR,A0,SDSS,Xxx,field,None
spec-1174-52782-0582,BSS,1321966516249323520,250.8471,36.34834,18.07434,STAR,A0,SDSS,Xxx,field,None
spec-1184-52641-0577,BSS,1333224138562627584,125.2325,4.037322,36.71082,STAR,A0,SDSS,Xxx,field,None
spec-1185-52642-0460,BSS,1334317877771134976,126.5797,4.338299,20.66224,STAR,A0,SDSS,Xxx,field,None
spec-1185-52642-0567,BSS,1334347289707177984,127.2087,4.635245,8.180436,STAR,A0,SDSS,Xxx,field,None
spec-1186-52646-0137,BSS,1335354992181143552,128.6452,3.846764,23.5188,STAR,A0,SDSS,Xxx,field,None
spec-1187-52708-0440,BSS,1336564181133977600,129.2501,5.730636,50.89502,STAR,A0,SDSS,Xxx,field,None
spec-1188-52650-0155,BSS,1337611739864262656,131.4402,4.367728,22.48388,STAR,A0,SDSS,Xxx,field,None
spec-1188-52650-0234,BSS,1337633455218911232,130.3839,4.28201,31.28587,STAR,A0,SDSS,Xxx,field,None
spec-1188-52650-0300,BSS,1337651597160769536,129.7134,3.896454,47.56053,STAR,A0,SDSS,Xxx,field,None
spec-1189-52668-0328,BSS,1338785193950996480,132.3281,6.813812,31.67624,STAR,A0,SDSS,Xxx,field,None
spec-1189-52668-0631,BSS,1338868481956800512,134.3334,6.238975,36.21719,STAR,A0,SDSS,Xxx,field,None
spec-1190-52670-0576,BSS,1339979263612315648,134.1475,5.76481,21.90064,STAR,A0,SDSS,Xxx,field,None
spec-1190-52670-0599,BSS,1339985585804175360,134.3625,4.648851,15.3331,STAR,A0,SDSS,Xxx,field,None
spec-1190-52670-0622,BSS,1339991907996035072,134.6058,4.837229,22.09451,STAR,A0,SDSS,Xxx,field,None
spec-1191-52674-0489,BSS,1341081249208363008,136.0312,7.035128,8.648343,STAR,A0,SDSS,Xxx,field,None
spec-1192-52649-0348,BSS,1342168390910896128,134.8169,5.60963,11.38565,STAR,A0,SDSS,Xxx,field,None
spec-1192-52649-0533,BSS,1342219243323680768,136.0217,5.813252,18.94178,STAR,A0,SDSS,Xxx,field,None
spec-1193-52652-0461,BSS,1343325352071555072,138.0368,5.768418,47.94098,STAR,A0,SDSS,Xxx,field,None
spec-1193-52652-0470,BSS,1343327825972717568,137.9884,5.621353,8.791263,STAR,A0,SDSS,Xxx,field,None
spec-1197-52668-0214,BSS,1347761057124345856,127.2007,34.39017,17.74195,STAR,A0,SDSS,Xxx,field,None
spec-1198-52669-0375,BSS,1348931212390983680,133.6875,39.92735,10.88757,STAR,A0,SDSS,Xxx,field,None
spec-1200-52668-0104,BSS,1351108520275109888,137.7957,40.79688,18.86377,STAR,A0,SDSS,Xxx,field,None
spec-1200-52668-0582,BSS,1351239911914629120,138.0442,41.58352,30.47716,STAR,A0,SDSS,Xxx,field,None
spec-1202-52672-0340,BSS,1353425191341942784,144.0188,45.58169,14.26192,STAR,A0,SDSS,Xxx,field,None
spec-1203-52669-0064,BSS,1354475224896137216,117.0245,21.62615,13.29517,STAR,A0,SDSS,Xxx,field,None
spec-1203-52669-0177,BSS,1354506286099621888,116.2004,21.81883,50.13746,STAR,A0,SDSS,Xxx,field,None
spec-1204-52669-0615,BSS,1355752582529705984,119.963,24.53094,33.43884,STAR,A0,SDSS,Xxx,field,None
spec-1204-52669-0616,BSS,1355752857407612928,120.1011,24.53731,20.61567,STAR,A0,SDSS,Xxx,field,None
spec-1205-52670-0047,BSS,1356722351802181632,121.1453,25.21767,38.39841,STAR,A0,SDSS,Xxx,field,None
spec-1206-52670-0059,BSS,1357851550243907584,123.5253,26.98867,10.16008,STAR,A0,SDSS,Xxx,field,None
spec-1206-52670-0060,BSS,1357851825121814528,123.565,26.94639,15.4157,STAR,A0,SDSS,Xxx,field,None
spec-1206-52670-0161,BSS,1357879587790415872,123.3832,27.11933,24.77284,STAR,A0,SDSS,Xxx,field,None
spec-1206-52670-0191,BSS,1357887834127624192,122.9969,27.20513,40.95163,STAR,A0,SDSS,Xxx,field,None
spec-1206-52670-0255,BSS,1357905426313668608,122.3654,26.8219,22.96492,STAR,A0,SDSS,Xxx,field,None
spec-1206-52670-0359,BSS,1357934013615990784,122.0499,27.59385,13.97351,STAR,A0,SDSS,Xxx,field,None
spec-1207-52672-0011,BSS,1358964256044771328,126.3292,28.65818,14.61365,STAR,A0,SDSS,Xxx,field,None
spec-1207-52672-0089,BSS,1358985696521512960,125.6293,28.12227,27.87593,STAR,A0,SDSS,Xxx,field,None
spec-1207-52672-0157,BSS,1359004388219185152,126.3132,29.1897,43.90361,STAR,A0,SDSS,Xxx,field,None
spec-1207-52672-0209,BSS,1359018681870346240,125.2499,27.99853,18.8658,STAR,A0,SDSS,Xxx,field,None
spec-1209-52674-0097,BSS,1361239695392008192,130.1813,31.46679,26.96781,STAR,A0,SDSS,Xxx,field,None
spec-1209-52674-0320,BSS,1361300993165256704,128.9246,31.84431,29.71828,STAR,A0,SDSS,Xxx,field,None
spec-1209-52674-0565,BSS,1361368338252457984,131.3292,33.24786,25.08122,STAR,A0,SDSS,Xxx,field,None
spec-1210-52701-0417,BSS,1362453556682057728,132.6745,34.61992,13.21339,STAR,A0,SDSS,Xxx,field,None
spec-1210-52701-0574,BSS,1362496712513447936,133.6187,34.19838,29.34633,STAR,A0,SDSS,Xxx,field,None
spec-1211-52964-0466,BSS,1363592930018748416,134.4963,35.27666,17.92603,STAR,A0,SDSS,Xxx,field,None
spec-1212-52703-0040,BSS,1364601727558379520,138.7635,36.07375,18.16614,STAR,A0,SDSS,Xxx,field,None
spec-1212-52703-0179,BSS,1364639935587444736,137.154,35.77354,8.282271,STAR,A0,SDSS,Xxx,field,None
spec-1213-52972-0236,BSS,1365781508048054272,138.8962,37.20241,25.97094,STAR,A0,SDSS,Xxx,field,None
spec-1213-52972-0477,BSS,1365847753623627776,138.7225,37.3168,6.496137,STAR,A0,SDSS,Xxx,field,None
spec-1214-52731-0195,BSS,1366896133917403136,141.7936,37.80529,10.62548,STAR,A0,SDSS,Xxx,field,None
spec-1214-52731-0405,BSS,1366953858277861376,140.8229,39.13828,16.24481,STAR,A0,SDSS,Xxx,field,None
spec-1214-52731-0447,BSS,1366965403149953024,141.1193,39.16234,13.73541,STAR,A0,SDSS,Xxx,field,None
spec-1216-52709-0259,BSS,1369165525548034048,146.5107,40.13583,32.50047,STAR,A0,SDSS,Xxx,field,None
spec-1216-52709-0353,BSS,1369191364071286784,146.0182,41.09825,22.85432,STAR,A0,SDSS,Xxx,field,None
spec-1216-52709-0431,BSS,1369212804548028416,146.4497,40.86659,28.08824,STAR,A0,SDSS,Xxx,field,None
spec-1216-52709-0515,BSS,1369235894292211712,147.9275,40.88099,6.630467,STAR,A0,SDSS,Xxx,field,None
spec-1217-52672-0104,BSS,1370248818758543360,151.0207,41.36491,20.92544,STAR,A0,SDSS,Xxx,field,None
spec-1218-52709-0403,BSS,1371456907780319232,152.9913,43.65536,13.6432,STAR,A0,SDSS,Xxx,field,None
spec-1229-52723-0097,BSS,1383757694350944256,182.8643,9.191176,11.283,STAR,A0,SDSS,Xxx,field,None
spec-1235-52734-0396,BSS,1390595282470725632,147.7353,8.615399,17.95249,STAR,A0,SDSS,Xxx,field,None
spec-1235-52734-0519,BSS,1390629092453279744,148.8939,8.687998,40.15493,STAR,A0,SDSS,Xxx,field,None
spec-1235-52734-0634,BSS,1390660703412578304,149.638,8.746108,25.9705,STAR,A0,SDSS,Xxx,field,None
spec-1236-52751-0615,BSS,1391781380924401664,152.3345,9.094373,7.28685,STAR,A0,SDSS,Xxx,field,None
spec-1263-52708-0076,BSS,1422032518495889408,116.5613,19.94654,40.6626,STAR,A0,SDSS,Xxx,field,None
spec-1263-52708-0105,BSS,1422040489955190784,116.4504,19.9319,20.34652,STAR,A0,SDSS,Xxx,field,None
spec-1263-52708-0362,BSS,1422111133577275392,116.5962,20.92963,20.89851,STAR,A0,SDSS,Xxx,field,None
spec-1264-52707-0522,BSS,1423281013932451840,120.3134,22.81879,10.52438,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0022,BSS,1424269474852268032,122.2844,23.72097,25.03437,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0297,BSS,1424345066276677632,120.5152,24.23287,22.4093,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0447,BSS,1424386297962719232,121.9094,24.91838,16.75689,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0470,BSS,1424392620154578944,121.928,24.9027,22.61485,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0513,BSS,1424404439904577536,122.3002,25.17023,25.19037,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0514,BSS,1424404714782484480,122.259,25.53587,25.55207,STAR,A0,SDSS,Xxx,field,None
spec-1265-52705-0515,BSS,1424404989660391424,122.294,25.40655,25.86092,STAR,A0,SDSS,Xxx,field,None
spec-1267-52932-0022,BSS,1426521278474381312,127.7792,27.45066,10.06007,STAR,A0,SDSS,Xxx,field,None
spec-1267-52932-0187,BSS,1426566633329027072,126.2793,27.38034,28.13371,STAR,A0,SDSS,Xxx,field,None
spec-1269-52937-0619,BSS,1428937180482398208,131.6559,30.81385,47.24933,STAR,A0,SDSS,Xxx,field,None
spec-1270-52991-0074,BSS,1429913272835926016,132.9865,30.62077,21.65712,STAR,A0,SDSS,Xxx,field,None
spec-1270-52991-0385,BSS,1429998759864985600,131.4507,31.68137,20.97229,STAR,A0,SDSS,Xxx,field,None
spec-1270-52991-0501,BSS,1430030645702191104,132.6188,31.55784,18.80635,STAR,A0,SDSS,Xxx,field,None
spec-1271-52974-0237,BSS,1431083977556387840,133.7292,32.28371,30.65996,STAR,A0,SDSS,Xxx,field,None
spec-1273-52993-0045,BSS,1433283001130706944,139.0407,33.8999,45.70211,STAR,A0,SDSS,Xxx,field,None
spec-1274-52995-0263,BSS,1434468824454817792,140.1999,35.66019,43.15054,STAR,A0,SDSS,Xxx,field,None
spec-1275-52996-0395,BSS,1435631008262154240,142.2065,37.02307,39.23159,STAR,A0,SDSS,Xxx,field,None
spec-1275-52996-0437,BSS,1435642553134245888,142.6512,36.99339,44.32041,STAR,A0,SDSS,Xxx,field,None
spec-1275-52996-0558,BSS,1435675813360986112,143.9809,37.05431,57.29729,STAR,A0,SDSS,Xxx,field,None
spec-1277-52765-0160,BSS,1437818207892170752,148.8964,38.52852,12.78631,STAR,A0,SDSS,Xxx,field,None
spec-1277-52765-0534,BSS,1437921012229367808,148.7827,39.71075,11.07463,STAR,A0,SDSS,Xxx,field,None
spec-1277-52765-0626,BSS,1437946300996806656,149.4616,39.23,39.56242,STAR,A0,SDSS,Xxx,field,None
spec-1278-52735-0303,BSS,1438983414836389888,188.3178,49.80714,10.38873,STAR,A0,SDSS,Xxx,field,None
spec-1282-52759-0030,BSS,1443411973197817856,202.7443,48.67163,19.73316,STAR,A0,SDSS,Xxx,field,None
spec-1282-52759-0061,BSS,1443420494412933120,201.8962,48.62814,10.57404,STAR,A0,SDSS,Xxx,field,None
spec-1282-52759-0219,BSS,1443463925122230272,200.0064,47.78551,47.71914,STAR,A0,SDSS,Xxx,field,None
spec-1283-52762-0187,BSS,1444581028986382336,203.1342,48.3749,13.78137,STAR,A0,SDSS,Xxx,field,None
spec-1283-52762-0436,BSS,1444649473585211392,202.9667,48.53151,14.71703,STAR,A0,SDSS,Xxx,field,None
spec-1283-52762-0437,BSS,1444649748463118336,202.9673,48.43839,20.1119,STAR,A0,SDSS,Xxx,field,None
spec-1284-52736-0112,BSS,1445686312613996544,207.2866,47.47102,11.95884,STAR,A0,SDSS,Xxx,field,None
spec-1284-52736-0605,BSS,1445821827422119936,207.8194,48.91581,20.73885,STAR,A0,SDSS,Xxx,field,None
spec-1285-52723-0062,BSS,1446798468407388160,210.391,46.58281,16.92893,STAR,A0,SDSS,Xxx,field,None
spec-1285-52723-0635,BSS,1446955973448067072,211.6365,47.28329,18.64144,STAR,A0,SDSS,Xxx,field,None
spec-1286-52725-0247,BSS,1447975220760569856,211.3098,45.8133,8.811415,STAR,A0,SDSS,Xxx,field,None
spec-1289-52734-0074,BSS,1451305366754191360,222.0897,43.58802,12.11438,STAR,A0,SDSS,Xxx,field,None
spec-1289-52734-0149,BSS,1451325982597212160,221.5494,43.93716,11.67465,STAR,A0,SDSS,Xxx,field,None
spec-1289-52734-0258,BSS,1451355944289069056,219.3112,43.53226,26.00128,STAR,A0,SDSS,Xxx,field,None
spec-1289-52734-0360,BSS,1451383981835577344,219.5177,44.13278,30.69812,STAR,A0,SDSS,Xxx,field,None
spec-1289-52734-0429,BSS,1451402948411156480,220.372,44.56405,14.11842,STAR,A0,SDSS,Xxx,field,None
spec-1290-52734-0066,BSS,1452429067637778432,224.9682,42.38349,7.507931,STAR,A0,SDSS,Xxx,field,None
spec-1290-52734-0580,BSS,1452570354881947648,224.3219,43.73498,27.8416,STAR,A0,SDSS,Xxx,field,None
spec-1292-52736-0268,BSS,1454736392822220800,227.8696,40.2461,12.31842,STAR,A0,SDSS,Xxx,field,None
spec-1293-52765-0044,BSS,1455800720564447232,232.3241,37.97855,33.44445,STAR,A0,SDSS,Xxx,field,None
spec-1294-52753-0005,BSS,1456915900031592448,235.2636,37.20595,32.39795,STAR,A0,SDSS,Xxx,field,None
spec-1295-52934-0132,BSS,1458076712469293056,122.439,5.549589,47.53106,STAR,A0,SDSS,Xxx,field,None
spec-1295-52934-0169,BSS,1458086882951849984,122.8586,5.577964,23.45274,STAR,A0,SDSS,Xxx,field,None
spec-1295-52934-0367,BSS,1458141308777424896,122.8873,6.454012,39.82852,STAR,A0,SDSS,Xxx,field,None
spec-1296-52962-0013,BSS,1459169902374971392,125.9817,5.981138,11.05845,STAR,A0,SDSS,Xxx,field,None
spec-1296-52962-0165,BSS,1459211683816826880,125.6633,6.088324,43.08501,STAR,A0,SDSS,Xxx,field,None
spec-1296-52962-0209,BSS,1459223778444732416,124.7278,5.659638,21.33825,STAR,A0,SDSS,Xxx,field,None
spec-1296-52962-0254,BSS,1459236147950544896,124.6637,6.105578,22.4991,STAR,A0,SDSS,Xxx,field,None
spec-1296-52962-0457,BSS,1459291948165654528,126.3037,6.857877,17.75378,STAR,A0,SDSS,Xxx,field,None
spec-1297-52963-0070,BSS,1460311470339287040,128.9603,6.551406,24.69584,STAR,A0,SDSS,Xxx,field,None
spec-1297-52963-0204,BSS,1460348303978817536,127.9318,6.039382,37.56364,STAR,A0,SDSS,Xxx,field,None
spec-1297-52963-0211,BSS,1460350228124166144,127.9271,6.209564,20.1719,STAR,A0,SDSS,Xxx,field,None
spec-1297-52963-0310,BSS,1460377441036953600,127.1615,6.744271,19.7116,STAR,A0,SDSS,Xxx,field,None
spec-1298-52964-0470,BSS,1461547321425684480,130.81,7.764674,38.46056,STAR,A0,SDSS,Xxx,field,None
spec-1299-52972-0446,BSS,1462666624396978176,134.3985,8.774613,46.77097,STAR,A0,SDSS,Xxx,field,None
spec-1300-52973-0097,BSS,1463696591931074560,136.6784,7.543393,36.16545,STAR,A0,SDSS,Xxx,field,None
spec-1300-52973-0133,BSS,1463706487535724544,136.3161,7.783469,47.76855,STAR,A0,SDSS,Xxx,field,None
spec-1300-52973-0231,BSS,1463733425570605056,135.7758,7.962077,10.79766,STAR,A0,SDSS,Xxx,field,None
spec-1300-52973-0443,BSS,1463791699686877184,136.7948,8.776201,27.90429,STAR,A0,SDSS,Xxx,field,None
spec-1301-52976-0117,BSS,1464827989446387712,139.2216,8.550756,27.85163,STAR,A0,SDSS,Xxx,field,None
spec-1301-52976-0573,BSS,1464953333771954176,139.6984,9.519877,28.56332,STAR,A0,SDSS,Xxx,field,None
spec-1301-52976-0592,BSS,1464958556452186112,139.6837,9.031089,24.97232,STAR,A0,SDSS,Xxx,field,None
spec-1305-52757-0581,BSS,1469459128748369920,147.4483,10.03021,18.70109,STAR,A0,SDSS,Xxx,field,None
spec-1306-52996-0512,BSS,1470566066089388032,148.4067,10.28373,12.9235,STAR,A0,SDSS,Xxx,field,None
spec-1307-52999-0050,BSS,1471564972453554176,150.722,9.125555,27.5104,STAR,A0,SDSS,Xxx,field,None
spec-1308-53053-0023,BSS,1472683451562878976,152.2814,10.34345,14.44328,STAR,A0,SDSS,Xxx,field,None
spec-1309-52762-0066,BSS,1473821166337550336,173.8529,56.52714,11.02483,STAR,A0,SDSS,Xxx,field,None
spec-1311-52765-0355,BSS,1476152405916674048,173.2026,57.1559,27.36564,STAR,A0,SDSS,Xxx,field,None
spec-1312-52781-0084,BSS,1477203814179170304,178.1575,56.09805,15.9779,STAR,A0,SDSS,Xxx,field,None
spec-1313-52790-0395,BSS,1478415201266067456,178.2796,57.37701,12.10845,STAR,A0,SDSS,Xxx,field,None
spec-1313-52790-0442,BSS,1478428120527693824,179.8844,58.4854,48.65367,STAR,A0,SDSS,Xxx,field,None
spec-1314-53050-0075,BSS,1479453144604764160,184.0168,57.16068,26.61551,STAR,A0,SDSS,Xxx,field,None
spec-1314-53050-0547,BSS,1479582886976841728,183.159,57.93219,26.31826,STAR,A0,SDSS,Xxx,field,None
spec-1314-53050-0615,BSS,1479601578674513920,184.2717,58.34169,10.14545,STAR,A0,SDSS,Xxx,field,None
spec-1315-52791-0004,BSS,1480559523834914816,186.4603,56.6276,18.91946,STAR,A0,SDSS,Xxx,field,None
spec-1315-52791-0108,BSS,1480588111137236992,185.2786,56.98742,17.83801,STAR,A0,SDSS,Xxx,field,None
spec-1316-52790-0499,BSS,1481821488288917504,188.0471,57.53834,38.79446,STAR,A0,SDSS,Xxx,field,None
spec-1317-52765-0229,BSS,1482873170741454848,190.7392,56.93266,10.23999,STAR,A0,SDSS,Xxx,field,None
spec-1319-52791-0005,BSS,1485063398340192256,199.9191,55.61832,16.71283,STAR,A0,SDSS,Xxx,field,None
spec-1319-52791-0488,BSS,1485196164369246208,198.6286,57.20184,48.35731,STAR,A0,SDSS,Xxx,field,None
spec-1321-52764-0103,BSS,1487342135735773184,205.6423,55.23006,15.43355,STAR,A0,SDSS,Xxx,field,None
spec-1322-52791-0615,BSS,1488608773583955968,208.3261,56.36374,30.58587,STAR,A0,SDSS,Xxx,field,None
spec-1323-52797-0036,BSS,1489575519283341312,211.0561,54.97263,17.62335,STAR,A0,SDSS,Xxx,field,None
spec-1323-52797-0064,BSS,1489583215864735744,210.5074,54.93616,42.97152,STAR,A0,SDSS,Xxx,field,None
spec-1323-52797-0105,BSS,1489594485858920448,209.8759,54.57498,41.86237,STAR,A0,SDSS,Xxx,field,None
spec-1323-52797-0552,BSS,1489717356283324416,210.2748,55.5662,7.884846,STAR,A0,SDSS,Xxx,field,None
spec-1324-53088-0525,BSS,1490835839368849408,211.7841,55.86023,15.00037,STAR,A0,SDSS,Xxx,field,None
spec-1325-52762-0260,BSS,1491888891160979456,212.738,53.22658,33.96172,STAR,A0,SDSS,Xxx,field,None
spec-1326-52764-0587,BSS,1493104676176947200,218.3975,53.78328,31.16588,STAR,A0,SDSS,Xxx,field,None
spec-1327-52781-0091,BSS,1494094236927158272,219.9488,51.1616,14.7304,STAR,A0,SDSS,Xxx,field,None
spec-1327-52781-0179,BSS,1494118426182969344,219.065,51.92258,50.73121,STAR,A0,SDSS,Xxx,field,None
spec-1328-52786-0297,BSS,1495276761766717440,221.0709,50.59673,11.78949,STAR,A0,SDSS,Xxx,field,None
spec-1328-52786-0382,BSS,1495300126388807680,221.5739,51.41659,25.83464,STAR,A0,SDSS,Xxx,field,None
spec-1328-52786-0430,BSS,1495313320528340992,221.6834,51.75961,17.04943,STAR,A0,SDSS,Xxx,field,None
spec-1328-52786-0525,BSS,1495339433929500672,222.882,52.00337,12.09201,STAR,A0,SDSS,Xxx,field,None
spec-1329-52767-0510,BSS,1496461210348972032,225.4518,50.37094,40.48666,STAR,A0,SDSS,Xxx,field,None
spec-1330-52822-0044,BSS,1497459018073925632,229.2829,47.8494,11.90029,STAR,A0,SDSS,Xxx,field,None
spec-1330-52822-0097,BSS,1497473586602993664,228.759,47.51241,16.5627,STAR,A0,SDSS,Xxx,field,None
spec-1330-52822-0232,BSS,1497510695120431104,227.424,48.74147,10.75213,STAR,A0,SDSS,Xxx,field,None
spec-1331-52766-0010,BSS,1498575571192408064,232.1847,46.71361,7.48047,STAR,A0,SDSS,Xxx,field,None
spec-1331-52766-0025,BSS,1498579694361012224,232.6218,47.21518,8.854007,STAR,A0,SDSS,Xxx,field,None
spec-1331-52766-0071,BSS,1498592338744731648,232.0594,47.34875,28.13231,STAR,A0,SDSS,Xxx,field,None
spec-1331-52766-0481,BSS,1498705038686578688,231.3658,48.23909,48.66624,STAR,A0,SDSS,Xxx,field,None
spec-1331-52766-0485,BSS,1498706138198206464,231.1882,48.24098,8.899314,STAR,A0,SDSS,Xxx,field,None
spec-1331-52766-0559,BSS,1498726479163320320,232.1649,47.84755,35.02096,STAR,A0,SDSS,Xxx,field,None
spec-1333-52782-0633,BSS,1500998620210554880,237.6633,44.97478,24.19654,STAR,A0,SDSS,Xxx,field,None
spec-1334-52764-0022,BSS,1501956569414264832,239.7085,42.12374,16.39114,STAR,A0,SDSS,Xxx,field,None
spec-1335-52824-0167,BSS,1503122327624247296,241.1348,40.76753,10.68409,STAR,A0,SDSS,Xxx,field,None
spec-1335-52824-0178,BSS,1503125351281223680,241.1037,41.12617,27.30886,STAR,A0,SDSS,Xxx,field,None
spec-1335-52824-0199,BSS,1503131123717269504,240.629,40.95778,15.91935,STAR,A0,SDSS,Xxx,field,None
spec-1335-52824-0385,BSS,1503182251007961088,239.8934,41.39118,12.89658,STAR,A0,SDSS,Xxx,field,None
spec-1335-52824-0585,BSS,1503237226589349888,241.9752,41.66283,46.05899,STAR,A0,SDSS,Xxx,field,None
spec-1335-52824-0621,BSS,1503247122193999872,242.9815,41.35443,6.21018,STAR,A0,SDSS,Xxx,field,None
spec-1336-52759-0122,BSS,1504235856934758400,244.0686,39.216,5.822771,STAR,A0,SDSS,Xxx,field,None
spec-1338-52765-0134,BSS,1506490955383990272,247.5206,35.50914,11.30444,STAR,A0,SDSS,Xxx,field,None
spec-1338-52765-0176,BSS,1506502500256081920,247.3486,36.12477,37.69569,STAR,A0,SDSS,Xxx,field,None
spec-1338-52765-0336,BSS,1506546480721192960,245.9157,37.01257,11.77847,STAR,A0,SDSS,Xxx,field,None
spec-1338-52765-0430,BSS,1506572319244445696,246.562,36.66464,10.43677,STAR,A0,SDSS,Xxx,field,None
spec-1338-52765-0487,BSS,1506587987285141504,247.1754,36.36534,23.16048,STAR,A0,SDSS,Xxx,field,None
spec-1339-52767-0213,BSS,1507638570679035904,249.3428,33.72953,11.74718,STAR,A0,SDSS,Xxx,field,None
spec-1340-52781-0264,BSS,1508778489594013696,249.5405,30.50167,7.089684,STAR,A0,SDSS,Xxx,field,None
spec-1340-52781-0275,BSS,1508781513250990080,249.649,30.36161,13.53695,STAR,A0,SDSS,Xxx,field,None
spec-1340-52781-0416,BSS,1508820271035869184,248.8591,32.08199,20.64549,STAR,A0,SDSS,Xxx,field,None
spec-1340-52781-0439,BSS,1508826593227728896,249.4379,32.44068,18.90629,STAR,A0,SDSS,Xxx,field,None
spec-1343-52790-0063,BSS,1512100939006240768,253.0377,29.70871,11.69932,STAR,A0,SDSS,Xxx,field,None
spec-1346-52822-0002,BSS,1515461871711315968,211.0501,41.69766,27.53631,STAR,A0,SDSS,Xxx,field,None
spec-1346-52822-0023,BSS,1515467644147361792,211.4462,41.85921,14.41767,STAR,A0,SDSS,Xxx,field,None
spec-1346-52822-0377,BSS,1515564950926419968,209.0112,43.27533,10.31323,STAR,A0,SDSS,Xxx,field,None
spec-1349-52797-0047,BSS,1518851940518225920,218.9876,38.66211,16.88139,STAR,A0,SDSS,Xxx,field,None
spec-1349-52797-0214,BSS,1518897845128685568,218.3279,39.26089,28.58319,STAR,A0,SDSS,Xxx,field,None
spec-1349-52797-0221,BSS,1518899769274034176,217.4628,39.47373,49.07666,STAR,A0,SDSS,Xxx,field,None
spec-1349-52797-0558,BSS,1518992403128674304,218.7537,40.44592,30.56194,STAR,A0,SDSS,Xxx,field,None
spec-1350-52786-0252,BSS,1520034190211442688,220.8064,37.85222,34.54683,STAR,A0,SDSS,Xxx,field,None
spec-1351-52790-0362,BSS,1521190326755158016,223.3915,38.76934,23.77529,STAR,A0,SDSS,Xxx,field,None
spec-1351-52790-0483,BSS,1521223586981898240,224.1094,38.22143,16.93846,STAR,A0,SDSS,Xxx,field,None
spec-1354-52814-0066,BSS,1524486663017883648,232.024,34.43788,6.964431,STAR,A0,SDSS,Xxx,field,None
spec-1354-52814-0203,BSS,1524524321291134976,231.2234,33.51706,20.16619,STAR,A0,SDSS,Xxx,field,None
spec-1354-52814-0270,BSS,1524542738110900224,229.7128,34.28883,11.37943,STAR,A0,SDSS,Xxx,field,None
spec-1354-52814-0390,BSS,1524575723459733504,229.8885,35.16025,18.635,STAR,A0,SDSS,Xxx,field,None
spec-1354-52814-0406,BSS,1524580121506244608,230.2727,35.97075,20.86419,STAR,A0,SDSS,Xxx,field,None
spec-1354-52814-0535,BSS,1524615580756240384,230.8626,35.71084,18.99595,STAR,A0,SDSS,Xxx,field,None
spec-1357-53034-0238,BSS,1527911645429393408,153.2235,40.35006,9.358603,STAR,A0,SDSS,Xxx,field,None
spec-1358-52994-0565,BSS,1529127429740718080,156.1176,44.54402,30.87731,STAR,A0,SDSS,Xxx,field,None
spec-1361-53047-0343,BSS,1532444107455096832,158.606,42.54909,10.29616,STAR,A0,SDSS,Xxx,field,None
spec-1361-53047-0399,BSS,1532459500617885696,159.2881,42.30068,14.40975,STAR,A0,SDSS,Xxx,field,None
spec-1362-53050-0228,BSS,1533538396452972544,163.1787,41.52122,24.4134,STAR,A0,SDSS,Xxx,field,None
spec-1362-53050-0309,BSS,1533560661563435008,161.9365,42.07724,64.83112,STAR,A0,SDSS,Xxx,field,None
spec-1369-53089-0326,BSS,1541446634490062848,178.8029,45.48603,17.09132,STAR,A0,SDSS,Xxx,field,None
spec-1372-53062-0409,BSS,1544847148623882240,189.1967,45.59651,20.04282,STAR,A0,SDSS,Xxx,field,None
spec-1372-53062-0421,BSS,1544850447158765568,188.7007,45.08544,39.75867,STAR,A0,SDSS,Xxx,field,None
spec-1372-53062-0530,BSS,1544880408850622464,190.0836,45.42824,18.28206,STAR,A0,SDSS,Xxx,field,None
spec-1373-53063-0230,BSS,1545923845402159104,191.9261,44.07805,17.71061,STAR,A0,SDSS,Xxx,field,None
spec-1373-53063-0604,BSS,1546026649739356160,194.2373,45.53384,27.70254,STAR,A0,SDSS,Xxx,field,None
spec-1376-53089-0454,BSS,1549363118210050048,200.5435,45.01842,16.0718,STAR,A0,SDSS,Xxx,field,None
spec-1377-53050-0455,BSS,1550489292340488192,206.1978,41.15095,27.22517,STAR,A0,SDSS,Xxx,field,None
spec-1378-53061-0240,BSS,1551556093681887232,208.1338,39.63635,22.5761,STAR,A0,SDSS,Xxx,field,None
spec-1378-53061-0367,BSS,1551591003176069120,208.3746,40.59172,36.77007,STAR,A0,SDSS,Xxx,field,None
spec-1380-53084-0306,BSS,1553826035823306752,212.5248,38.46557,19.17774,STAR,A0,SDSS,Xxx,field,None
